Date,Open,High,Low,Close,Volume
2025-10-03 18:59:00,1.17466,1.17474,1.1746,1.17464,45
2025-10-03 19:00:00,1.17464,1.1747,1.17459,1.1746699999999999,61
2025-10-03 19:01:00,1.17468,1.17477,1.17463,1.17475,43
2025-10-03 19:02:00,1.17469,1.17475,1.17459,1.1746,30
2025-10-03 19:03:00,1.17459,1.17473,1.1745700000000001,1.17473,29
2025-10-03 19:04:00,1.17472,1.17486,1.17465,1.17465,40
2025-10-03 19:05:00,1.17464,1.17465,1.17449,1.17453,31
2025-10-03 19:06:00,1.17456,1.17461,1.17434,1.17439,39
2025-10-03 19:07:00,1.17433,1.1745,1.17432,1.1745,21
2025-10-03 19:08:00,1.1745,1.17452,1.17438,1.17444,17
2025-10-03 19:09:00,1.17445,1.1745700000000001,1.17441,1.1745,44
2025-10-03 19:10:00,1.1745,1.17461,1.17442,1.17461,31
2025-10-03 19:11:00,1.17461,1.17461,1.17454,1.17454,18
2025-10-03 19:12:00,1.17456,1.1745700000000001,1.17439,1.17444,17
2025-10-03 19:13:00,1.17443,1.17443,1.17418,1.17418,41
2025-10-03 19:14:00,1.17419,1.17436,1.17411,1.17436,36
2025-10-03 19:15:00,1.17431,1.17436,1.17425,1.17427,28
2025-10-03 19:16:00,1.1743000000000001,1.1743999999999999,1.17418,1.1743000000000001,36
2025-10-03 19:17:00,1.17431,1.17441,1.17427,1.17428,15
2025-10-03 19:18:00,1.17427,1.1743000000000001,1.17412,1.1742,28
2025-10-03 19:19:00,1.17419,1.17419,1.17398,1.17398,25
2025-10-03 19:20:00,1.17397,1.17399,1.17377,1.17395,43
2025-10-03 19:21:00,1.17395,1.1740599999999999,1.17385,1.17401,36
2025-10-03 19:22:00,1.17401,1.17402,1.17394,1.17394,11
2025-10-03 19:23:00,1.17393,1.17394,1.17381,1.17384,36
2025-10-03 19:24:00,1.17384,1.1740599999999999,1.17383,1.1740599999999999,15
2025-10-03 19:25:00,1.1740599999999999,1.17407,1.17398,1.17402,18
2025-10-03 19:26:00,1.17403,1.17404,1.17385,1.17389,26
2025-10-03 19:27:00,1.1739,1.1740599999999999,1.1739,1.17404,23
2025-10-03 19:28:00,1.17404,1.17404,1.17386,1.17388,22
2025-10-03 19:29:00,1.17387,1.17402,1.17386,1.17401,28
2025-10-03 19:30:00,1.17401,1.17404,1.17392,1.17392,19
2025-10-03 19:31:00,1.17393,1.17393,1.17378,1.17379,25
2025-10-03 19:32:00,1.17385,1.17402,1.17379,1.17402,20
